"","time.shift","wake","N","w.smooth"
"79102",63.89,1,18,5
"79103",63.8911111111111,1,18,5
"79104",63.8922222222222,1,18,5
"79105",63.8933333333333,1,18,5
"79106",63.8944444444444,1,18,5
"79107",63.8955555555556,1,18,5
"79108",63.8966666666667,1,18,5
"79109",63.8977777777778,1,18,5
"79110",63.8988888888889,1,18,5
"79111",63.9,1,18,5
"79112",63.9011111111111,1,18,5
"79113",63.9022222222222,1,18,5
"79114",63.9033333333333,1,18,5
"79115",63.9044444444445,1,18,5
"79116",63.9055555555556,1,18,5
"79117",63.9066666666667,1,18,5
"79118",63.9077777777778,1,18,5
"79119",63.9088888888889,1,18,5
"79120",63.91,1,18,5
"79121",63.9111111111111,1,18,5
"79122",63.9122222222222,1,18,5
"79123",63.9133333333333,1,18,5
"79124",63.9144444444444,1,18,5
"79125",63.9155555555556,1,18,5
"79126",63.9166666666667,1,18,5
"79127",63.9177777777778,1,18,5
"79128",63.9188888888889,1,18,5
"79129",63.92,1,18,5
"79130",63.9211111111111,1,18,5
"79131",63.9222222222222,1,18,5
"79132",63.9233333333333,1,18,5
"79133",63.9244444444444,1,18,5
"79134",63.9255555555556,1,18,5
"79135",63.9266666666667,1,18,5
"79136",63.9277777777778,1,18,5
"79137",63.9288888888889,1,18,5
"79138",63.93,1,18,5
"79139",63.9311111111111,1,18,5
"79140",63.9322222222222,1,18,5
"79141",63.9333333333333,1,18,5
"79142",63.9344444444444,1,18,5
"79143",63.9355555555556,1,18,5
"79144",63.9366666666667,1,18,5
"79145",63.9377777777778,1,18,5
"79146",63.9388888888889,1,18,5
"79147",63.94,1,18,5
"79148",63.9411111111111,1,18,5
"79149",63.9422222222222,1,18,5
"79150",63.9433333333333,1,18,5
"79151",63.9444444444444,1,18,5
"79152",63.9455555555556,1,18,5
"79153",63.9466666666667,1,18,5
"79154",63.9477777777778,1,18,5
"79155",63.9488888888889,1,18,5
"79156",63.95,1,18,5
"79157",63.9511111111111,1,18,5
"79158",63.9522222222222,1,18,5
"79159",63.9533333333333,1,18,5
"79160",63.9544444444444,1,18,5
"79161",63.9555555555555,1,18,5
"79162",63.9566666666667,1,18,5
"79163",63.9577777777778,1,18,5
"79164",63.9588888888889,1,18,5
"79165",63.96,1,18,5
"79166",63.9611111111111,1,18,5
"79167",63.9622222222222,1,18,5
"79168",63.9633333333333,1,18,5
"79169",63.9644444444444,1,18,5
"79170",63.9655555555556,1,18,5
"79171",63.9666666666667,1,18,5
"79172",63.9677777777778,1,18,5
"79173",63.9688888888889,1,18,5
"79174",63.97,1,18,5
"79175",63.9711111111111,1,18,5
"79176",63.9722222222222,1,18,5
"79177",63.9733333333333,1,18,5
"79178",63.9744444444444,1,18,5
"79179",63.9755555555556,1,18,5
"79180",63.9766666666667,1,18,5
"79181",63.9777777777778,1,18,5
"79182",63.9788888888889,1,18,5
"79183",63.98,1,18,5
"79184",63.9811111111111,1,18,5
"79185",63.9822222222222,1,18,5
